step_time,total_stopped,total_wait_time
5.0,0,0.0
10.0,0,0.0
15.0,1,1.0
20.0,4,12.0
25.0,3,19.0
30.0,0,6.0
35.0,1,7.0
40.0,7,34.0
45.0,13,88.0
50.0,15,160.0
55.0,16,237.0
60.0,20,326.0
65.0,24,436.0
70.0,29,574.0
75.0,33,732.0
80.0,35,903.0
85.0,38,1092.0
90.0,38,1282.0
95.0,38,1472.0
100.0,32,1521.0
105.0,22,1400.0
